## K-Neighbors Regression ## 
Actual duration	Predicted duration
445.04			425
389.07			373
384.34			390
379.83			347
342.39			345
353.38			366
396.89			412
381.92			364
350.07			373
421.86			419
386.21			396
370.13			389
335.74			341
360.74			354
343.96			370
326.57			347
352.71			362
362.3			372
421.05			404
336.28			364
342.05			350
342.19			366
372.53			342
441.67			432
367.12			358
376.11			418
361.72			374
404.64			381
347.59			385
404.26			406
415.91			363
348.57			365
382.41			374
369.53			348
396.49			408
413.07			389
445.47			420
374.85			398
401.47			431
371.9			384
419.28			423
399.49			367
401.97			423
370.3			370
346.96			354
398.96			378
352.57			376
397.1			401
374.98			399
333.92			405
429.69			422
363.36			379
363.93			364
430.41			417
421.54			347
386.17			393
421.66			380
401.76			424
406.45			389
374.19			377
397.35			422
362.98			396
385.09			351
358.03			386
408.71			385
361.9			409
329.29			384
356.99			422
414.14			400
335.5			369
371.08			368
433.16			400
421.14			428
433.04			434
404.14			398
363.5			373
408.77			392
381.28			384
414.35			390
400.83			392
406.7			359
392.5			411
373.93			364
410.26			393
425.16			412
414.31			413
427.34			413
380.42			387
413.67			400
392.11			371
409.73			387
368.75			361
429.84			403
413.95			385
385.49			382
415.92			389
413.5			408
425.94			386
389.02			413
412.04			425
357.94			385
380.78			393
405.17			416
401.57			403
402.82			382
404.92			395
359.96			382
389.65			375
413.09			424
403.38			383
365.44			355
351.82			351
390.95			368
402.97			415
370.55			378
387.91			383
401.75			423
376.89			366
350.46			351
378.43			376
392.56			406
380.88			368
384.81			378
337.62			370
371.11			368
353.78			365
381.19			353
394.6			382
370.39			401
411.62			379
393.42			381
412.23			423
369.51			391
452.57			395
420.38			407
379.62			359
343.79			375
356.93			362
347.75			371
348.59			370
375.04			371
354.1			362
379.07			370
361.26			393
400.62			387
395.61			381
363.53			364
341.52			372
372.54			372
415.09			416
380.26			348
416.28			402
369.73			354
356.71			385
374.08			379
443.69			443
436.51			407
424.67			416
380.2			395
384.36			360
397.63			382
360.75			392
427.02			416
380.09			397
352.2			369
409.93			378
344.94			367
383.22			402
394.43			360
337.94			360
361.55			370
346.28			381
361.43			389
375.14			385
437.7			432
415.18			410
422.93			424
409.33			423
393.99			417
371.94			368
426.83			412
342.07			379
368.41			373
464.12			436
402.7			415
344.72			348
435.83			408
339			359
410.62			356
456.19			424
423.85			386
418.24			398
364.24			367
395.17			402
378.26			409
372.26			352
364.3			359
412.8			398
391.18			361
359.69			388

RESULT
Mean Absolute Error	18.4079
Root Mean Square Error	22.8865
R^2	0.393004
