## Decition Tree Regression ## 
Actual duration	Predicted duration
365.74			369
336.63			331
355.62			355
433.22			420
380.29			397
404.34			396
350.33			354
435.37			441
371.23			367
409.52			410
402.59			429
421.29			430
419.17			421
391.53			385
384.29			411
360.17			373
444.4			420
381.47			392
352.51			354
346.17			357
365.49			349
407.93			397
382.27			369
414.37			413
416.16			443
430.59			423
410.63			416
425.71			422
410.58			427
419.94			421
397.6			397
361.69			363
432.65			430
385.57			371
442.23			439
459.74			452
357.93			355
413.63			405
423.38			439
407.89			390
380.87			384
364.21			349
329.49			311
454.4			454
434.8			454
376.78			374
401.24			390
427.07			449
397.85			399
453.96			430
393.36			392
329.9			331
403.91			411
366.97			349
352.84			341
385.98			390
433.85			423
383.53			415
378.6			386
404.79			396
449.27			444
368.74			365
416.45			423
408.31			385
346.66			386
345.49			351
356.63			323
424.05			396
332.44			330
356.84			378
358.36			351
372.12			361
461.55			462
402.34			395
417.1			413
405.04			409
411.72			409
355.55			353
336.57			336
371.05			385
410.4			385
386.2			394
386.67			386
364.79			365
403.29			395
434.73			427
367.7			376
406.47			389
355.58			361
386.62			396
362.2			349
424.34			421
343.51			355
369.94			384
445.52			449
431.02			420
439.25			426
422.58			430
457.28			443
412.61			410
387.69			352
341.68			358
414.78			422
392.61			407
395.27			421
376.27			352
398.64			397
406.65			386
415.93			431
375.53			376
420.29			428
362.83			360
342.69			356
406.27			390
394.59			389
358.07			381
353.28			359
450.84			435
347.26			380
385.38			389
404.63			393
378.18			399
403.73			397
430.45			397
355.02			379
443.28			442
401.57			413
383.02			391
341.44			350
373.02			371
345.1			374
444.49			436
373.85			385
325.97			318
337.26			323
405.31			391
336.35			336
353.34			353
381.79			396
410.86			429
372.04			355
385.22			385
368.11			354
361.66			368
442.69			453
372.7			355
378.82			351
426.65			389
409.01			390
316.77			331
387.7			387
380.39			386
397.31			395
365.24			377
404.57			428
340.08			320
438.53			436
379.64			371
361.77			353
400.65			397
434.75			442
442.37			423
446.85			441
410.73			408
389.28			410
440.28			439
389.59			404
402.79			418
447.86			439
407.27			391
350.55			346
428.77			428
358.64			355
444.26			445
416.38			421
329.37			330
380.42			392
392.1			392
382.73			379
399.13			399
450.52			435
451.9			435
403.08			389
388.04			411
451.25			433
440.95			449
386.36			384
399.64			423
426.25			419
372.68			371
373.99			389
412.14			427
378.48			344
371.07			350
380.77			391
402.28			393
357.95			362
440.04			447
423.24			421
395.63			387

RESULT
Mean Absolute Error	10.8864
Root Mean Square Error	14.0287
R^2	0.823609
