## Second Vector Machine ## 
Actual duration	Predicted duration
354.83			376
392.92			404
406.73			382
386.51			385
382.87			383
351.74			383
407.12			402
405.84			411
420.99			389
421.98			404
413.33			398
357.17			373
356			362
372.38			379
383.58			376
404.42			404
423.26			398
380.78			397
345.32			366
404.69			401
404			413
356.68			378
397.84			412
343.16			386
416.27			411
385.65			368
348.98			380
341.23			376
356.02			376
353.73			383
386.14			394
391.13			394
415.88			382
385.42			394
418.73			408
402.76			395
382.51			398
409.2			407
333.49			363
337.25			358
351.2			361
380.26			382
416.6			420
380.03			371
351.86			385
366.08			380
341.52			369
391.31			397
371.38			387
356.91			373
431.86			411
422.25			416
356.37			363
358.9			371
403.63			391
334			372
323.87			355
446.12			417
357.29			365
380.81			391
432.57			404
381.99			380
426.95			397
403.02			393
390.5			398
359.35			403
346.87			386
442.04			416
368.49			387
371.55			378
418.13			417
356.06			398
367.39			391
401.08			407
385.23			381
419.27			401
449.08			404
434.09			396
427.4			399
407.26			415
381.6			398
406.78			389
419.09			389
405.01			404
413.69			396
369.16			381
438.57			414
372.01			367
412.77			379
408.33			417
386.97			379
367.11			380
379.75			396
362.32			397
407.91			387
441.98			418
361.18			367
358.94			369
397.9			378
367.08			379
398.34			382
418.3			404
377.72			407
419.54			405
418.52			402
391.45			412
426.83			389
424.11			400
373.87			381
399.59			379
351.73			375
385.72			396
407.81			403
370.86			398
386			366
443.22			402
448.53			410
335.03			361
405.43			384
426.15			404
403.75			409
388.24			401
383.46			380
389.94			398
391.87			377
416.5			403
398.42			395
355.26			368
356.7			366
377.69			366
343.34			365
381.15			398
394.97			384
382.63			390
377.44			395
415.2			420
426.88			395
411.77			413
348.89			378
376.11			392
410.63			395
369.54			377
410.01			394
329.35			361
402.05			380
384.38			392
420.05			407
354.04			381
377.27			378
415.28			389
386.67			408
432.37			393
364.82			365
428.76			405
395.33			401
394.46			390
406.93			409
390.42			384
373.95			378
470.5			409
341.52			359
346.36			360
411.83			386
367.77			371
350.02			365
386.86			403
355.9			398
384.54			392
402.83			410
362.18			387
392.85			394
371.18			383
359.36			370
420.4			401
374.2			393
339.53			359
394.78			392
383.05			375
367.97			393
405.7			375
379.33			377
365.88			371
401.58			385
416.75			399
359.49			381
412.4			377
381.35			400
432.94			400
409.97			406
438.96			393
350.25			397
415.68			410
455			408
355.78			370
385.34			372
362.39			388
408.37			393
381.18			387
417.21			402
367.62			379

RESULT
Mean Absolute Error	17.2252
Root Mean Square Error	20.9198
R^2	0.484308
