## Decition Tree Regression ## 
Actual duration	Predicted duration
348.82			332
396.9			427
365.07			396
373.79			396
346.49			363
361.86			368
449.84			465
361.6			349
402.96			427
356.13			343
326.3			338
414.47			347
335.3			362
406.93			463
373.59			376
418.97			456
428.06			469
377.26			400
422.78			423
408.02			413
365.88			363
412.92			428
413.51			422
388.48			425
341.53			377
368.86			345
433.36			459
413.3			400
357.42			374
396.91			395
406.98			416
381.58			384
368.5			349
428.74			426
418.17			404
395.15			421
337.85			374
386.42			425
420.43			463
415.51			407
352.73			348
347.66			405
379.84			374
411.45			427
412.09			408
435.41			430
350.06			396
447.5			418
354.76			402
343.14			351
380.83			401
406.99			390
406.03			414
370.42			349
335.88			353
389.56			397
348.02			377
373.97			377
427.13			376
422.16			404
366.95			390
388.61			421
368.67			393
339.96			379
362.74			378
428.12			407
400.7			384
396.34			403
379.93			364
362.67			346
379.95			342
419.04			388
391.64			396
358.29			342
440.53			426
413.64			423
395.53			383
441.3			456
371.69			365
358.3			341
420.3			418
413.16			396
398.73			456
377.22			397
387.38			360
364.49			381
401.48			377
348.23			356
359.27			361
429.81			441
389.09			378
363.38			380
383.22			416
398.91			403
407.1			437
334.66			362
395.73			378
379.91			378
383.83			356
402.9			395
346.48			376
368.75			345
372.51			360
381.27			369
379.16			397
361.18			376
415.17			425
372.09			396
328.16			357
365.63			394
401.48			434
343.89			351
408.27			416
359.41			377
385.7			356
347.24			430
426.5			401
398.49			393
390.32			405
341.65			337
430.18			428
383.57			363
415.17			389
383.09			405
358.22			364
410.41			384
383.45			375
384.6			365
380.37			401
377.95			393
420.27			414
404.51			422
399.47			366
378.59			349
370.29			337
381.64			356
382.59			380
355.71			338
347.61			348
375.92			341
366.3			386
344.12			390
375.19			416
393			397
367.94			376
391.32			395
404.07			357
361.3			395
360.56			427
441.29			360
437.64			402
414.53			361
391.12			384
404.52			363
353.46			341
393.92			421
353.31			380
385.87			411
375.27			421
429.76			456
355.31			381
413.67			419
407.9			384
397.75			451
423.43			422
410.97			425
377.38			363
331.41			370
419.96			387
419.9			410
364.05			362
331.09			341
422.97			417
344.56			343
350.28			370
338.94			364
434.87			376
439.24			348
344.08			337
428.51			438
339.63			335
378.91			365
379.2			343
404.67			424
321.4			342
336.71			337
437.2			413
389.13			403
366.43			385
415.03			427
386.5			379
350.76			391
374.6			375
404.08			409
373.94			396
339.93			367
428			426
381.38			403
386.48			438
407.66			413

RESULT
Mean Absolute Error	21.177
Root Mean Square Error	26.7491
R^2	0.186497
