## K-Neighbors Regression ## 
Actual duration	Predicted duration
349			347
408.95			415
384.27			392
436.95			415
398.06			393
380.11			353
361.47			360
357.27			341
378.88			374
394.19			399
341.97			358
402.41			395
394.88			376
402.05			392
409.01			410
377.66			363
425.29			410
364.09			366
428.75			426
368.59			358
424.26			422
435.14			425
372.36			383
437.43			432
408.86			390
407.43			408
380.48			374
361.96			356
434.72			427
408.82			402
371.92			386
373.41			361
396.48			381
369.58			382
424.91			421
436.28			445
369.73			355
324.41			343
414.7			411
341.56			344
411.38			426
399.93			387
341.64			346
401.8			399
343.55			347
389.49			390
432.19			432
364.15			371
383.52			384
423.73			418
427.07			408
442.18			428
382.16			397
347.31			353
415.56			425
423.54			418
359.83			358
392.52			417
399.33			400
411.71			397
345.13			343
352.65			361
349.03			346
419.35			414
378.35			365
443.81			432
367.16			359
405.75			393
341.15			336
378.76			379
372.41			366
366.66			383
385.75			403
444.34			440
378.35			387
443.65			436
393.11			410
367.76			363
342.64			343
433.32			436
384.86			397
370.69			378
363.83			354
398.91			406
336.59			345
394.65			396
436.1			446
316.18			333
363.07			355
374.68			359
412.35			406
416.92			418
346.43			358
405.08			416
329.93			337
399.15			384
368.09			357
388.08			371
376.17			378
357.99			345
385.02			376
371.96			368
343.67			358
404.74			406
391.28			382
354.37			354
407.97			391
380.4			373
395.43			391
408.39			392
383.05			358
387.67			386
361.68			364
394.56			379
366.04			360
401.75			393
406.93			393
362.45			349
412.69			402
349.42			363
356.94			358
372.08			371
399.43			403
420.66			429
418.85			408
414.28			416
384.39			365
407.06			391
351.69			371
380.53			369
389.85			368
455.11			428
352.65			351
435.28			412
357.2			343
400.12			398
425.19			427
370.46			356
359.3			372
368.08			389
360.05			360
425.48			416
438.09			408
379.18			361
355.39			361
336.22			341
335.38			340
331.84			322
415.87			416
411.34			399
387.17			399
402.07			387
356.47			338
447.34			436
440.66			440
412.56			400
414.72			428
376.31			392
382.89			374
352.43			343
401.94			393
382.34			368
425.22			426
393			378
417.15			409
397.29			398
368.19			372
356.75			368
411.03			414
424.76			418
344.64			350
355.81			398
386.44			396
439.66			448
403.66			397
443.76			429
376.24			403
407.19			403
452.43			444
439.96			430
372.71			364
399.9			409
364.06			378
455.9			438
371.46			361
408.58			394
437.22			405
407.67			398
400.83			408
381.02			395
400.5			397
377.09			382
440.97			434
408.62			388
398.9			410
349.38			359
385.7			402
437.9			435
411.23			407
450.4			444

RESULT
Mean Absolute Error	9.77061
Root Mean Square Error	12.0022
R^2	0.850613
